Adware,Adware.Clickpotato!gen
Adware,Adware.Clkpotato!gen2
Adware,Adware.Clkpotato!gen3
Adware,Adware.Clkpotato!gen4
Adware,Adware.Crossid!gen1
Adware,Adware.Dealply!gen1
Adware,Adware.Dealply!gen3
Adware,Adware.Gen.2
Adware,Adware.GoonSquad!gen1
Adware,Adware.Maltrec.TS!g12
Adware,Adware.Maltrec.TS!g13
Adware,Adware.Maltrec.TS!g14
Adware,Adware.Maltrec.TS!g15
Adware,Adware.Maltrec.TS!g16
Adware,Adware.Maltrec.TS!g17
Adware,Adware.Maltrec.TS!g19
Adware,Adware.Maltrec.TS!g22
Adware,Adware.Maltrec.TS!g23
Adware,Adware.Maltrec.TS!g24
Adware,Adware.Maltrec.TS!g25
Adware,Adware.Maltrec.TS!g26
Adware,Adware.Maltrec.TS!g27
Adware,Adware.Maltrec.TS!g28
Adware,Adware.Maltrec.TS!g29
Adware,Adware.Maltrec.TS!g30
Adware,Adware.Maltrec.TS!g31
Adware,Adware.Maltrec.TS!g32
Adware,Adware.Maltrec.TS!g34
Adware,Adware.Maltrec.TS!g4
Adware,Adware.Maltrec.TS!g5
Adware,Adware.Maltrec.TS!g6
Adware,Adware.Rotator!gen
Adware,Adware.Rotator!gen2
Adware,Adware.Rotator!gen3
Adware,Adware.Singalng!g1
Adware,Adware.Zwunzi!gen1
Adware,Adware.Zwunzi!gen2
Adware,Adware.Zwunzi!gen3
Adware,Adware2
Adware,Android.ImAdPush
Adware,Android.Kuaidian360
Adware Trojan,Adware.ADH 
Adware Trojan,Adware.BL
Dialer,Dialer.Unknown
Dialer,WS.Dialer.3
Dialer Trojan,Dialer.ADH 
Dialer Trojan,Dialer.BL
Joke,Joke.Unknown
Joke,WS.Joke.3
Joke Trojan,Joke.ADH 
Joke Trojan,Joke.BL
Macro,A2M.Accessiv.A
Macro,AM.Accessiv.B
Macro,AM.Tox.A
Macro,AM.Tox.B
Macro,O97M.Ainesey.C
Macro,O97M.Coco.A
Macro,O97M.Epik.A
Macro,O97M.Hopper.V
Macro,O97M.Teocatl
Macro,O97M.Toraja.G
Macro,O97M.Toraja.Gen
Macro,PP97M.Lacoph
Macro,Reizfaktor
Macro,W97.Thus.R
Macro,W97M.Acus.A
Macro,W97M.Adren
Macro,W97M.Aleja.M
Macro,W97M.Aleja.N
Macro,W97M.AntiSR1
Macro,W97M.Antiv.A
Macro,W97M.Anumps.A
Macro,W97M.Apostate.A
Macro,W97M.Arm.A
Macro,W97M.Armagid.A
Macro,W97M.Arowan.A
Macro,W97M.Ashraf
Macro,W97M.Asmah.A
Macro,W97M.Astia.Gen
Macro,W97M.Autch
Macro,W97M.Babals.B
Macro,W97M.Bablas Family
Macro,W97M.Bablas.AT
Macro,W97M.Bablas.BQ
Macro,W97M.Bablas.BR
Macro,W97M.Bablas.BS
Macro,W97M.Bablas.F
Macro,W97M.Backhand.A
Macro,W97M.Bebop.D
Macro,W97M.Been.A
Macro,W97M.Bentba.A.Gen
Macro,W97M.Black.C
Macro,W97M.Black.D
Macro,W97M.Black.F
Macro,W97M.Black.G
Macro,W97M.Blackout.Worm
Macro,W97M.Blee.Poppy
Macro,W97M.Bluduag
Macro,W97M.Bobo.F.Gen
Macro,W97M.Bottra.A
Macro,W97M.Cali.A
Macro,W97M.Candle.A
Macro,W97M.Candle.Gen
Macro,W97M.Celebrate.A
Macro,W97M.Chack.A
Macro,W97M.Chack.AH.gen
Macro,W97M.Chantal.A
Macro,W97M.Chantal.B
Macro,W97M.Cheechoong.A
Macro,W97M.Cian.C@mm
Macro,W97M.Ciga@mm
Macro,W97M.Cisi.A
Macro,W97M.Class.A.Gen
Macro,W97M.Claud.Gen
Macro,W97M.Coco.A
Macro,W97M.ColdApe
Macro,W97M.Combossa.A
Macro,W97M.Cont.A
Macro,W97M.Corner.A
Macro,W97M.Courage.C
Macro,W97M.Creutze
Macro,W97M.Cruson.A@mm
Macro,W97M.Cuenta.A
Macro,W97M.CyberHack.C
Macro,W97M.Death.C
Macro,W97M.Delay
Macro,W97M.Deluz
Macro,W97M.Destrib
Macro,W97M.Dinela
Macro,W97M.Doccopy.D
Macro,W97M.Doeii
Macro,W97M.Dranus
Macro,W97M.Eight941.N
Macro,W97M.Eight941.O
Macro,W97M.Eight941.T
Macro,W97M.Erab.A
Macro,W97M.Ethan.BZ
Macro,W97M.Ethan.EK
Macro,W97M.FF.B
Macro,W97M.Fool.J.Gen
Macro,W97M.Forget.A
Macro,W97M.Furio.B
Macro,W97M.Ginena
Macro,W97M.Goober.D
Macro,W97M.Goober.E
Macro,W97M.Goober.Gen
Macro,W97M.Groov
Macro,W97M.Groov.H
Macro,W97M.Grurev
Macro,W97M.Gullible
Macro,W97M.Gunda.A
Macro,W97M.HashiBirth
Macro,W97M.Heathen.12288.A
Macro,W97M.Hlam.A
Macro,W97M.Hopel.A
Macro,W97M.Hopper.D
Macro,W97M.InAdd.D
Macro,W97M.Inamo
Macro,W97M.Inspector.A
Macro,W97M.Intruded.A
Macro,W97M.Invert.A
Macro,W97M.Iseng.Gen
Macro,W97M.Jedi
Macro,W97M.Jishe.D
Macro,W97M.Kamal
Macro,W97M.Kazoy
Macro,W97M.KPMV
Macro,W97M.Kritz
Macro,W97M.Kuna
Macro,W97M.Lakko
Macro,W97M.Lami
Macro,W97M.Lateni.A
Macro,W97M.LMN.A
Macro,W97M.Locus
Macro,W97M.Lunedo
Macro,W97M.Magma.A
Macro,W97M.Maike
Macro,W97M.Manuiela.Int
Macro,W97M.Marker.CU
Macro,W97M.Marker.EH
Macro,W97M.Marker.EN
Macro,W97M.Marker.GI
Macro,W97M.Marker.JG
Macro,W97M.Marker.O
Macro,W97M.Marker.OA
Macro,W97M.Melissa.AA
Macro,W97M.Melissa.AM
Macro,W97M.Melissa.AU
Macro,W97M.Melissa.M
Macro,W97M.Melissa.U
Macro,W97M.Mimir.A
Macro,W97M.MMKV
Macro,W97M.Moridin
Macro,W97M.Mxfile.L.gen
Macro,W97M.MYF
Macro,W97M.Myna
Macro,W97M.Nagem.F
Macro,W97M.Nalp.A
Macro,W97M.Niceday.AC
Macro,W97M.No_va.d
Macro,W97M.Nobody
Macro,W97M.Nomed.A
Macro,W97M.Nometz.B
Macro,W97M.Nort.A.Gen
Macro,W97M.NSI.E
Macro,W97M.NSI.G
Macro,W97M.Obobrd.Int
Macro,W97M.Odious.E
Macro,W97M.Odious.F
Macro,W97M.Omsee
Macro,W97M.Omsee.B
Macro,W97M.Omsee.C
Macro,W97M.Omsee.D
Macro,W97M.Onex.B
Macro,W97M.Opey.BD
Macro,W97M.Opey.I
Macro,W97M.Opey.S
Macro,W97M.Peddec.A
Macro,W97M.Phram
Macro,W97M.Ping.A
Macro,W97M.Plonky
Macro,W97M.Prece.A
Macro,W97M.Proteced.A
Macro,W97M.Quest.A
Macro,W97M.Rapmak.A
Macro,W97M.Rendra.D.Gen
Macro,W97M.Revas.A
Macro,W97M.Riosys
Macro,W97M.Rochitz.A
Macro,W97M.Rochitz.B
Macro,W97M.Rochitz.C
Macro,W97M.Rodun
Macro,W97M.RV.A
Macro,W97M.Sacep.A
Macro,W97M.Sacep.B
Macro,W97M.Sapattra
Macro,W97M.Saver.G
Macro,W97M.Saver.H
Macro,W97M.Scram
Macro,W97M.Seliuq.D
Macro,W97M.Shining.A
Macro,W97M.Shore
Macro,W97M.Shore.I
Macro,W97M.Shore.J
Macro,W97M.Shore.K
Macro,W97M.Skaarj.A.Gen
Macro,W97M.Smac.Gen
Macro,W97M.SMDM.A
Macro,W97M.Spatch
